Client's_County,latitude,longitude,zipcode,latitude,longitude
,,,12052,42.74891,-73.49405
,,,12053,42.749499,-74.18601
,,,12054,42.614979,-73.84086
,,,12055,42.614852,-73.970812
,,,12056,42.767853,-74.09083
,,,12057,42.959229,-73.35236
,,,12058,42.350557,-73.91978
,,,12059,42.621933,-74.05574
,,,12060,42.41956,-73.50412
,,,12061,42.593047,-73.67343
,,,12062,42.525531,-73.50207
,,,12063,42.559697,-73.63335
,,,12064,42.615422,-74.6595
,,,12065,42.853676,-73.78445
,,,12066,42.784091,-74.3116
,,,12067,42.561226,-73.92528
,,,12068,42.953913,-74.37883
,,,12069,42.945701,-74.263312
,,,12070,42.970827,-74.24778
,,,12071,42.565907,-74.41457
,,,12072,42.896974,-74.37495
,,,12073,42.592287,-74.438129
,,,12074,43.068203,-74.05526
,,,12075,42.305793,-73.6514
,,,12076,42.425405,-74.40616
,,,12077,42.600551,-73.79621
,,,12078,43.069562,-74.3436
,,,12081,42.59362,-73.566328
,,,12082,42.772624,-73.446834
,,,12083,42.430684,-74.03728
,,,12084,42.698231,-73.89906
,,,12085,42.694777,-73.905271
,,,12086,42.981745,-74.14257
,,,12087,42.434883,-73.89271
,,,12089,42.866666,-73.318113
,,,12090,42.888816,-73.3555
,,,12092,42.691779,-74.37513
,,,12093,42.496939,-74.62813
,,,12094,42.899334,-73.49006
,,,12095,43.014523,-74.38473
,,,12103,42.6464,-74.130201
,,,12106,42.388394,-73.70726
,,,12107,42.660046,-74.116812
,,,12108,43.525388,-74.40875
,,,12110,42.74964,-73.76802
,,,12111,42.614852,-73.970812
,,,12115,42.469991,-73.58587
,,,12116,42.538589,-74.92185
,,,12117,43.146907,-74.23466
,,,12118,42.915904,-73.70539
,,,12120,42.456127,-74.14059
,,,12121,42.851106,-73.61867
,,,12122,42.558318,-74.31458
,,,12123,42.522197,-73.60613
,,,12124,42.444198,-73.788241
,,,12125,42.474028,-73.4075
,,,12128,42.724978,-73.764296
,,,12130,42.442592,-73.65778
,,,12131,42.482123,-74.45715
,,,12132,42.466061,-73.629296
,,,12133,42.926121,-73.346409
,,,12134,43.21892,-74.14822
,,,12136,42.437594,-73.55599
,,,12137,42.862695,-74.11759
,,,12138,42.760049,-73.36801
,,,12139,43.40276,-74.56972
,,,12140,42.693228,-73.56922
,,,12141,42.731771,-74.185395
,,,12143,42.46915,-73.82956
,,,12144,42.63738,-73.72587
,,,12147,42.518386,-74.15997
,,,12148,42.842133,-73.86828
,,,12149,42.63119,-74.572
,,,12150,42.876756,-74.05452
,,,12151,42.932326,-73.79363
,,,12153,42.638579,-73.48051
,,,12154,42.925765,-73.60664
,,,12155,42.587708,-74.83536
,,,12156,42.479967,-73.73647
,,,12157,42.668825,-74.30134
,,,12158,42.539822,-73.81545
,,,12159,42.646978,-73.87151
,,,12160,42.757815,-74.34369
,,,12161,42.521038,-73.851898
,,,12162,42.513906,-73.702443
,,,12164,43.515611,-74.37431
,,,12165,42.317959,-73.51802
,,,12166,42.831683,-74.45667
,,,12167,42.414519,-74.59577
,,,12168,42.552127,-73.39593
,,,12169,42.57612,-73.44559
,,,12170,42.975154,-73.66576
,,,12172,42.285749,-73.733532
,,,12173,42.377829,-73.75943
,,,12174,42.343986,-73.73477
,,,12175,42.559096,-74.55282
,,,12176,42.393192,-73.96763
,,,12177,42.95002,-74.296985
,,,12179,42.71144,-73.525561
,,,12180,42.731628,-73.66465
,,,12181,42.738678,-73.673862
,,,12182,42.785887,-73.66221
,,,12183,42.743289,-73.69482
,,,12184,42.426901,-73.66405
,,,12185,42.884779,-73.53703
,,,12186,42.638481,-73.95946
,,,12187,42.624507,-74.46772
,,,12188,42.80535,-73.68976
,,,12189,42.729278,-73.70913
,,,12190,43.43305,-74.2901
,,,12192,42.413742,-73.81773
,,,12193,42.515818,-74.04978
,,,12194,42.529042,-74.44937
,,,12195,42.479384,-73.474809
,,,12196,42.631625,-73.61619
,,,12197,42.610314,-74.72401
,,,12198,42.685311,-73.63801
,,,12201,42.614852,-73.970812
,,,12202,42.640129,-73.76061
,,,12203,42.678112,-73.82983
,,,12204,42.683727,-73.73329
,,,12205,42.713328,-73.8179
,,,12206,42.669645,-73.77719
,,,12207,42.653979,-73.74833
,,,12208,42.654978,-73.80053
,,,12209,42.640813,-73.7856
,,,12210,42.656679,-73.75894
,,,12211,42.705345,-73.76924
,,,12212,42.716774,-73.810373
,,,12214,42.614852,-73.970812
,,,12220,42.614852,-73.970812
,,,12222,42.692909,-73.838035
,,,12223,42.614852,-73.970812
,,,12224,42.614852,-73.970812
,,,12225,42.614852,-73.970812
,,,12226,42.614852,-73.970812
,,,12227,42.614852,-73.970812
,,,12228,42.614852,-73.970812
,,,12229,42.614852,-73.970812
,,,12230,42.614852,-73.970812
,,,12231,42.614852,-73.970812
,,,12232,42.614852,-73.970812
,,,12233,42.614852,-73.970812
,,,12234,42.614852,-73.970812
,,,12235,42.614852,-73.970812
,,,12236,42.614852,-73.970812
,,,12237,42.614852,-73.970812
,,,12238,42.614852,-73.970812
,,,12239,42.614852,-73.970812
,,,12240,42.614852,-73.970812
,,,12241,42.614852,-73.970812
,,,12242,42.614852,-73.970812
,,,12243,42.614852,-73.970812
,,,12244,42.614852,-73.970812
,,,12245,42.614852,-73.970812
,,,12246,42.647079,-73.750314
,,,12247,42.614852,-73.970812
,,,12248,42.614852,-73.970812
,,,12249,42.614852,-73.970812
,,,12250,42.614852,-73.970812
,,,12252,42.614852,-73.970812
,,,12255,42.614852,-73.970812
,,,12256,42.614852,-73.970812
,,,12257,42.614852,-73.970812
,,,12260,42.614852,-73.970812
,,,12261,42.614852,-73.970812
,,,12262,42.614852,-73.970812
,,,12288,42.614852,-73.970812
,,,12301,42.833261,-74.058015
,,,12302,42.862193,-73.96317
,,,12303,42.769009,-73.93619
,,,12304,42.779026,-73.90507
,,,12305,42.814476,-73.94337
,,,12306,42.793326,-73.98942
,,,12307,42.804076,-73.93571
,,,12308,42.820909,-73.92002
,,,12309,42.800276,-73.88096
,,,12325,42.833261,-74.058015
,,,12345,42.833261,-74.058015
,,,12401,41.932315,-74.02259
,,,12402,41.878801,-74.345684
,,,12404,41.811322,-74.23471
,,,12405,42.320081,-74.07288
,,,12406,42.130111,-74.57574
,,,12407,42.321453,-74.33926
,,,12409,42.061841,-74.16063
,,,12410,42.114646,-74.4557
,,,12411,41.87916,-74.03995
,,,12412,42.001351,-74.2619
,,,12413,42.307982,-74.008
,,,12414,42.223002,-73.90452
,,,12416,42.105611,-74.29143
,,,12417,41.907604,-73.989254
,,,12418,42.357579,-74.15136
,,,12419,41.852449,-74.10605
,,,12420,41.674288,-74.37833
,,,12421,42.249541,-74.54558
,,,12422,42.390291,-74.20164
,,,12423,42.378679,-74.10443
,,,12424,42.240343,-74.15932
,,,12427,42.167622,-74.15306
,,,12428,41.727588,-74.42061
,,,12429,41.816628,-73.97824
,,,12430,42.183262,-74.52154
,,,12431,42.361838,-74.02471
,,,12432,41.949795,-74.003246
,,,12433,42.000093,-74.15946
,,,12434,42.368009,-74.50137
,,,12435,41.725808,-74.52106
,,,12436,42.19551,-74.102319
,,,12438,42.183045,-74.925617
,,,12439,42.302596,-74.22711
,,,12440,41.801696,-74.14187
,,,12441,41.878801,-74.345684
,,,12442,42.222061,-74.23418
,,,12443,41.92674,-74.06797
,,,12444,42.260634,-74.27527
,,,12446,41.790385,-74.30413
,,,12447,42.039355,-74.067014
,,,12448,42.073259,-74.1893
,,,12449,41.993639,-73.99843
,,,12450,42.157937,-74.23034
,,,12451,42.281117,-73.94006
,,,12452,42.223407,-74.386635
,,,12453,42.098698,-73.935418
,,,12454,42.280261,-74.18349
,,,12455,42.151449,-74.64261
,,,12456,42.034256,-73.99876
,,,12457,42.038539,-74.23905
,,,12458,41.802898,-74.40025
,,,12459,42.227987,-74.68912
,,,12460,42.406464,-74.15692
,,,12461,41.912356,-74.24724
,,,12463,42.174411,-74.01599
,,,12464,42.081269,-74.32629
,,,12465,42.136293,-74.473639
,,,12466,41.905004,-73.97957
,,,12468,42.297725,-74.40063
,,,12469,42.442592,-74.24159
,,,12470,42.284773,-74.02388
,,,12471,41.83962,-74.04033
,,,12472,41.846938,-74.07602
,,,12473,42.260709,-74.03078
,,,12474,42.285644,-74.59011
,,,12475,42.017632,-74.007868
,,,12477,42.085634,-73.97685
,,,12480,42.142121,-74.4065
,,,12481,41.974857,-74.20686
,,,12482,42.270559,-73.95729
,,,12483,41.663895,-74.424533
,,,12484,41.850294,-74.16619
,,,12485,42.199479,-74.12514
,,,12486,41.831082,-74.07207
,,,12487,41.855761,-73.99207
,,,12489,41.757766,-74.35392
,,,12490,42.108689,-73.934577
,,,12491,41.998199,-74.10967
,,,12492,42.209414,-74.34767
,,,12493,41.805576,-73.96845
,,,12494,41.961316,-74.27687
,,,12495,42.080232,-74.24801
,,,12496,42.326918,-74.24657
,,,12498,42.037356,-74.11016
,,,12501,41.852959,-73.55727
,,,12502,42.086628,-73.6642
,,,12503,42.045941,-73.57792
,,,12504,42.035434,-73.909234
,,,12506,41.759905,-73.743714
,,,12507,42.005984,-73.92132
,,,12508,41.505993,-73.96198
,,,12509,41.643599,-73.847176
,,,12510,41.759905,-73.743714
,,,12511,41.759905,-73.743714
,,,12512,41.552793,-73.968183
,,,12513,42.220962,-73.71182
,,,12514,41.874183,-73.76727
,,,12515,41.681096,-74.06421
,,,12516,42.112895,-73.56201
,,,12517,42.144585,-73.51463
,,,12518,41.434476,-74.03584
,,,12520,41.442589,-74.01389
,,,12521,42.176216,-73.65036
,,,12522,41.738853,-73.58921
,,,12523,42.080964,-73.77856
,,,12524,41.537232,-73.8972
,,,12525,41.691524,-74.18764
,,,12526,42.123977,-73.86199
,,,12527,41.520249,-73.933259
,,,12528,41.713682,-73.9965
,,,12529,42.204681,-73.54775
,,,12530,42.210991,-73.687001
,,,12531,41.519085,-73.67241
,,,12533,41.573253,-73.79347
,,,12534,42.22948,-73.75846
,,,12537,41.582437,-73.936281
,,,12538,41.779541,-73.90155
,,,12540,41.656933,-73.74539
,,,12541,42.142068,-73.757399
,,,12542,41.603333,-73.98415
,,,12543,41.484988,-74.2161
,,,12544,42.259623,-73.667962
,,,12545,41.785109,-73.68075
,,,12546,41.961002,-73.52011
,,,12547,41.656805,-73.96831
,,,12548,41.664239,-74.1106
,,,12549,41.520396,-74.24712
,,,12550,41.521593,-74.04072
,,,12551,41.387822,-74.354699
,,,12552,41.387822,-74.354699
,,,12553,41.46359,-74.05975
,,,12555,41.387822,-74.354699
,,,12557,41.507368,-74.061301
,,,12561,41.751566,-74.09475
,,,12563,41.483689,-73.57293
,,,12564,41.570328,-73.59825
,,,12565,42.24862,-73.6476
,,,12566,41.61134,-74.32764
,,,12567,41.997807,-73.66663
,,,12568,41.641207,-74.07805
,,,12569,41.746469,-73.80414
,,,12570,41.614667,-73.67709
,,,12571,42.002691,-73.8442
,,,12572,41.930983,-73.88271
,,,12574,41.915068,-73.95173
,,,12575,41.478722,-74.15626
,,,12577,41.433856,-74.11963
,,,12578,41.803384,-73.78147
,,,12580,41.854465,-73.89922
,,,12581,41.89187,-73.69888
,,,12582,41.549525,-73.72745
,,,12583,42.060034,-73.88393
,,,12584,41.464073,-74.059104
,,,12585,41.721384,-73.7162
,,,12586,41.563701,-74.1755
,,,12588,41.878801,-74.345684
,,,12589,41.615036,-74.15461
,,,12590,41.59466,-73.89579
,,,12592,41.782781,-73.55792
,,,12593,42.243991,-73.641076
,,,12594,41.646584,-73.56209
,,,12601,41.701443,-73.91922
,,,12602,41.759905,-73.743714
,,,12603,41.67086,-73.88107
,,,12604,41.759905,-73.743714
,,,12697,44.776061,-74.596249
,,,12701,41.653071,-74.69748
,,,12710,41.818926,-74.521638
,,,12719,41.480326,-74.92694
,,,12720,41.66023,-74.90438
,,,12721,41.564426,-74.4265
,,,12722,41.719016,-74.755373
,,,12723,41.769427,-75.02808
,,,12724,41.858278,-74.95034
,,,12725,41.926119,-74.55675
,,,12726,41.694153,-74.97593
,,,12727,41.657225,-74.98161
,,,12729,41.475235,-74.60276
,,,12732,41.545318,-74.87533
,,,12733,41.732505,-74.60896
,,,12734,41.734913,-74.75013
,,,12736,41.848244,-75.03878
,,,12737,41.48397,-74.81186
,,,12738,41.648888,-74.57064
,,,12739,41.437427,-74.60322
,,,12740,41.85304,-74.52915
,,,12741,41.838672,-75.08718
,,,12742,41.720235,-74.72901
,,,12743,41.53481,-74.84656
,,,12745,41.762944,-75.030592
,,,12746,41.436732,-74.64558
,,,12747,41.752458,-74.66996
,,,12748,41.774223,-74.92211
,,,12749,41.6896,-74.8272
,,,12750,41.729581,-74.961146
,,,12751,41.679152,-74.657
,,,12752,41.677243,-74.99109
,,,12754,41.798476,-74.7361
,,,12755,44.842975,-73.973533
,,,12756,41.900542,-74.827587
,,,12758,41.920201,-74.7857
,,,12759,41.780299,-74.65618
,,,12760,41.901849,-75.10493
,,,12762,41.676676,-74.80674
,,,12763,41.690795,-74.52273
,,,12764,41.588604,-74.99385
,,,12765,41.845381,-74.61427
,,,12766,41.815316,-74.97995
,,,12767,41.719016,-74.755373
,,,12768,41.864326,-74.72961
,,,12769,41.651453,-74.436159
,,,12770,41.44515,-74.84003
,,,12771,41.374734,-74.66315
,,,12775,41.614218,-74.58836
,,,12776,41.94836,-74.94475
,,,12777,41.562141,-74.71252
,,,12778,41.65974,-74.812
,,,12779,41.705649,-74.62985
,,,12780,41.429425,-74.72244
,,,12781,41.719016,-74.755373
,,,12782,41.881485,-74.430063
,,,12783,41.736523,-74.82634
,,,12784,41.676139,-74.6217
,,,12785,41.518125,-74.57566
,,,12786,41.649008,-74.85751
,,,12787,41.80854,-74.84599
,,,12788,41.784477,-74.59109
,,,12789,41.708062,-74.5698
,,,12790,41.592087,-74.50677
,,,12791,41.807694,-74.87957
,,,12792,41.522825,-74.93164
,,,12793,41.736963,-74.797524
,,,12801,43.312104,-73.64825
,,,12803,43.288818,-73.63643
,,,12804,43.330471,-73.67816
,,,12805,43.246117,-73.455519
,,,12807,42.425733,-73.899871
,,,12808,43.758733,-73.76206
,,,12809,43.229054,-73.4674
,,,12810,43.484741,-73.89151
,,,12811,43.62422,-74.061201
,,,12812,43.865351,-74.43366
,,,12814,43.582318,-73.65515
,,,12815,43.703484,-73.71123
,,,12816,43.039226,-73.38557
,,,12817,43.638919,-73.81782
,,,12819,43.583211,-73.47852
,,,12820,43.47181,-73.639291
,,,12821,43.461692,-73.40197
,,,12822,43.248892,-73.85172
,,,12823,43.178983,-73.40767
,,,12824,43.50964,-73.69776
,,,12825,42.973468,-74.406393
,,,12827,43.414017,-73.50464
,,,12828,43.253125,-73.58549
,,,12830,43.12943,-73.712415
,,,12831,43.174566,-73.68848
,,,12832,43.376197,-73.31153
,,,12833,43.128878,-73.8555
,,,12834,43.095447,-73.50177
,,,12835,43.292593,-73.978
,,,12836,43.750773,-73.51881
,,,12837,43.500423,-73.26044
,,,12838,43.345875,-73.40651
,,,12839,43.316622,-73.5735
,,,12841,43.642332,-73.50948
,,,12842,43.761451,-74.26631
,,,12843,43.569961,-73.98345
,,,12844,43.495335,-73.62987
,,,12845,43.41928,-73.70766
,,,12846,43.329851,-73.82911
,,,12847,43.97643,-74.56669
,,,12848,43.100123,-73.524554
,,,12849,43.433107,-73.29152
,,,12850,43.092312,-73.97033
,,,12851,43.841369,-74.03747
,,,12852,43.972307,-74.15321
,,,12853,43.683067,-73.97457
,,,12854,43.452517,-73.34095
,,,12855,43.996303,-73.72147
,,,12856,43.722082,-74.10546
,,,12857,43.795443,-73.93994
,,,12858,43.888754,-73.65812
,,,12859,43.182144,-73.88689
,,,12860,43.719612,-73.81116
,,,12861,43.74531,-73.41569
,,,12862,43.675377,-73.932509
,,,12863,43.067531,-73.93002
,,,12864,43.667618,-74.456913
,,,12865,43.200351,-73.3526
,,,12866,43.080399,-73.77038
,,,12870,43.835376,-73.75802
,,,12871,43.088919,-73.59633
,,,12872,44.145678,-73.815204
,,,12873,43.11595,-73.31852
,,,12874,43.685475,-73.50767
,,,12877,43.618466,-73.354596
,,,12878,43.426652,-73.96174
,,,12879,44.145678,-73.815204
,,,12883,43.858226,-73.45414
,,,12884,43.088397,-73.591652
,,,12885,43.538744,-73.80527
,,,12886,43.638462,-73.91693
,,,12887,43.547822,-73.38318
,,,12901,44.693271,-73.46617
,,,12903,44.683468,-73.44639
,,,12910,44.879986,-73.65694
,,,12911,44.530527,-73.46734
,,,12912,44.466008,-73.73441
,,,12913,44.421547,-73.99256
,,,12914,44.927856,-74.60211
,,,12915,44.552725,-74.317958
,,,12916,44.830736,-74.51434
,,,12917,44.915973,-74.16565
,,,12918,44.692862,-73.66667
,,,12919,44.965887,-73.43636
,,,12920,44.901543,-74.06054
,,,12921,44.88821,-73.43225
,,,12922,44.224185,-74.76539
,,,12923,44.948894,-73.96545
,,,12924,44.706561,-73.744555
,,,12926,44.953782,-74.32809
,,,12927,44.220971,-74.85053
,,,12928,43.95037,-73.48357
,,,12929,44.847709,-73.582317
,,,12930,44.731571,-74.53485
,,,12932,44.212623,-73.59542
,,,12933,44.881962,-73.963279
,,,12934,44.865972,-73.89584
,,,12935,44.83218,-73.80001
,,,12936,44.259479,-73.40591
,,,12937,44.972087,-74.48703
,,,12938,41.773053,-73.856116
,,,12939,44.552725,-74.317958
,,,12941,44.3919,-73.73028
,,,12942,44.25462,-73.78934
,,,12943,44.171625,-73.78131
,,,12944,44.483465,-73.4801
,,,12945,44.360566,-74.25801
,,,12946,44.292147,-73.95985
,,,12949,44.746861,-74.660413
,,,12950,44.322102,-73.5404
,,,12952,44.715159,-73.91824
,,,12953,44.813419,-74.2772
,,,12955,44.787489,-73.98702
,,,12956,44.088275,-73.51745
,,,12957,44.833996,-74.5716
,,,12958,44.958106,-73.58022
,,,12959,44.951443,-73.68023
,,,12960,44.025573,-73.51287
,,,12961,44.061849,-73.58384
,,,12962,44.711769,-73.58219
,,,12964,44.129094,-73.64792
,,,12965,44.698253,-74.68843
,,,12966,44.812315,-74.40784
,,,12967,44.784144,-74.66213
,,,12969,44.711622,-74.09679
,,,12970,44.454639,-74.28753
,,,12972,44.563323,-73.52307
,,,12973,44.234289,-74.555957
,,,12974,44.041901,-73.46132
,,,12975,44.526437,-73.409243
,,,12976,44.552725,-74.317958
,,,12977,44.145678,-73.815204
,,,12978,44.664956,-73.761204
,,,12979,44.990606,-73.37017
,,,12980,44.63091,-74.53721
,,,12981,44.617642,-73.81196
,,,12983,44.324736,-74.16843
,,,12985,44.589583,-73.71355
,,,12986,44.220344,-74.46299
,,,12987,44.329473,-73.79282
,,,12989,44.519178,-74.06053
,,,12992,44.819829,-73.51156
,,,12993,44.195201,-73.47194
,,,12995,44.805681,-74.252254
,,,12996,44.373007,-73.40668
,,,12997,44.145678,-73.815204
,,,12998,44.08267,-73.530601
,,,13020,42.823968,-76.062425
,,,13021,42.922273,-76.55882
,,,13022,43.163364,-76.509567
,,,13024,43.163364,-76.509567
,,,13026,42.758088,-76.66998
,,,13027,43.165134,-76.33901
,,,13028,43.279405,-75.93107
,,,13029,43.225081,-76.13966
,,,13030,43.164297,-75.96057
,,,13031,43.039916,-76.28757
,,,13032,43.086439,-75.76484
,,,13033,43.182054,-76.57176
,,,13034,42.912846,-76.70818
,,,13035,42.938816,-75.83037
,,,13036,43.299689,-76.15144
,,,13037,43.059992,-75.87116
,,,13039,43.171707,-76.09505
,,,13040,42.560795,-75.93241
,,,13041,43.1835,-76.18002
,,,13042,43.252084,-75.84853
,,,13043,43.042044,-75.740848
,,,13044,43.28547,-76.00138
,,,13045,42.591109,-76.19217
,,,13051,42.870698,-75.91128
,,,13052,42.728977,-75.86633
,,,13053,42.483348,-76.27901
,,,13054,43.165514,-75.68091
,,,13056,42.677155,-76.105201
,,,13057,43.074266,-76.05538
,,,13060,43.025843,-76.42589
,,,13061,42.859332,-75.74261
,,,13062,42.484414,-76.38271
,,,13063,42.847248,-75.97818
,,,13064,43.431311,-76.200448
,,,13065,42.822662,-76.80197
,,,13066,43.028516,-76.00876
,,,13068,42.505075,-76.35283
,,,13069,43.32347,-76.40029
,,,13071,42.677418,-76.54154
,,,13072,42.763823,-75.75188
,,,13073,42.591961,-76.39345
,,,13074,43.317683,-76.56767
,,,13076,43.354706,-76.14871
,,,13077,42.680693,-76.18566
,,,13078,42.973991,-76.07493
,,,13080,43.07446,-76.47874
,,,13081,42.667102,-76.62939
,,,13082,43.099547,-75.9619
,,,13083,43.647881,-76.0167
,,,13084,42.883503,-76.10983
,,,13087,42.706981,-76.156103
,,,13088,43.105917,-76.19365
,,,13089,43.02143,-76.197701
,,,13090,43.152017,-76.22068
,,,13092,42.643214,-76.42578
,,,13093,43.431311,-76.200448
,,,13101,42.593363,-76.07789
,,,13102,42.554215,-76.292723
,,,13103,43.339851,-76.096357
,,,13104,42.987329,-75.96763
,,,13107,43.457798,-76.153442
,,,13108,42.979467,-76.33811
,,,13110,42.891595,-76.28318
,,,13111,43.258952,-76.61441
,,,13112,43.105771,-76.41482
,,,13113,43.089111,-76.621747
,,,13114,43.468092,-76.2382
,,,13115,43.397671,-76.482365
,,,13116,43.077067,-76.00695
,,,13117,43.002267,-76.704722
,,,13118,42.755698,-76.41226
,,,13119,42.97446,-76.440833
,,,13120,42.950501,-76.15797
,,,13121,43.483379,-76.315044
,,,13122,42.837642,-75.84778
,,,13123,43.236407,-75.776918
,,,13124,42.639288,-75.82012
,,,13126,43.449201,-76.47992
,,,13129,42.712735,-75.731391
,,,13131,43.415157,-76.11416
,,,13132,43.262012,-76.22912
,,,13133,42.216968,-75.724015
,,,13134,42.968619,-75.679351
,,,13135,43.235916,-76.31339
,,,13136,42.607076,-75.85216
,,,13137,43.157653,-76.44698
,,,13138,42.89274,-76.026459
,,,13139,42.742057,-76.628454
,,,13140,43.049797,-76.66055
,,,13141,42.7707,-76.18642
,,,13142,43.559926,-76.13619
,,,13143,43.235909,-76.71545
,,,13144,43.560754,-75.99069
,,,13145,43.653475,-76.13214
,,,13146,43.09986,-76.75716
,,,13147,42.774714,-76.57045
,,,13148,42.924166,-76.78366
,,,13149,42.718259,-76.149045
,,,13152,42.897167,-76.38963
,,,13153,42.991112,-76.451147
,,,13154,43.134425,-76.765591
,,,13155,42.662648,-75.76265
,,,13156,43.337718,-76.6729
,,,13157,43.209147,-75.72307
,,,13158,42.717801,-75.97209
,,,13159,42.802031,-76.12717
,,,13160,42.832007,-76.66641
,,,13162,43.18852,-75.712551
,,,13163,43.078461,-75.701639
,,,13164,43.088699,-76.31946
,,,13165,42.911377,-76.87027
,,,13166,43.056292,-76.5563
,,,13167,43.309645,-76.0552
,,,13201,43.02143,-76.197701
,,,13202,43.045066,-76.14994
,,,13203,43.061116,-76.13733
,,,13204,43.048966,-76.17536
,,,13205,43.010916,-76.14501
,,,13206,43.069866,-76.10724
,,,13207,43.020116,-76.16406
,,,13208,43.074566,-76.14747
,,,13209,43.081324,-76.23488
,,,13210,43.037166,-76.12653
,,,13211,43.098917,-76.13688
,,,13212,43.128534,-76.13931
,,,13214,43.038099,-76.07635
,,,13215,42.996804,-76.2177
,,,13217,43.02143,-76.197701
,,,13218,43.02143,-76.197701
,,,13219,43.041566,-76.22072
,,,13220,43.123415,-76.12823
,,,13221,43.02143,-76.197701
,,,13224,43.041866,-76.1032
,,,13225,43.02143,-76.197701
,,,13244,43.037716,-76.139646
,,,13250,43.02143,-76.197701
,,,13251,43.02143,-76.197701
,,,13252,43.050966,-76.156696
,,,13260,43.02143,-76.197701
,,,13261,43.02143,-76.197701
,,,13290,43.075066,-76.17411
,,,13301,43.419132,-75.21942
,,,13302,43.499843,-75.97716
,,,13303,43.368235,-75.4688
,,,13304,43.242724,-75.1659
,,,13305,43.818705,-75.480342
,,,13308,43.236303,-75.68087
,,,13309,43.484783,-75.33559
,,,13310,42.88821,-75.5688
,,,13312,43.689564,-75.27252
,,,13313,42.87896,-75.25569
,,,13314,42.832184,-75.32106
,,,13315,42.728271,-75.14144
,,,13316,43.377083,-75.74261
,,,13317,42.86749,-74.57435
,,,13318,42.937739,-75.24946
,,,13319,43.029669,-75.27211
,,,13320,42.772775,-74.7359
,,,13321,43.090027,-75.387088
,,,13322,42.969624,-75.22603
,,,13323,43.049536,-75.37656
,,,13324,43.317064,-74.97449
,,,13325,43.570028,-75.49047
,,,13326,42.703091,-74.91413
,,,13327,43.932489,-75.29084
,,,13328,42.9843,-75.4224
,,,13329,43.11545,-74.74379
,,,13331,43.822824,-74.87283
,,,13332,42.752447,-75.56997
,,,13333,42.843048,-74.80882
,,,13334,42.83917,-75.65482
,,,13335,42.694896,-75.24214
,,,13337,42.743186,-74.98164
,,,13338,43.506153,-75.07355
,,,13339,42.943602,-74.64717
,,,13340,43.046471,-75.10019
,,,13341,43.036802,-75.39115
,,,13342,42.64743,-75.17793
,,,13343,43.743932,-75.34971
,,,13345,43.818705,-75.480342
,,,13346,42.820826,-75.54012
,,,13348,42.708284,-75.0588
,,,13350,43.038149,-74.9846
,,,13352,43.328187,-75.117319
,,,13353,43.392434,-74.72675
,,,13354,43.261526,-75.25705
,,,13355,42.81488,-75.43424
,,,13357,42.992323,-75.0615
,,,13360,43.744906,-74.77476
,,,13361,42.902922,-74.89149
,,,13362,42.980334,-75.518569
,,,13363,43.311975,-75.50677
,,,13364,42.954541,-75.616793
,,,13365,43.053176,-74.84685
,,,13367,43.794492,-75.46905
,,,13368,43.637104,-75.3483
,,,13388,43.606444,-75.103186
,,,13396,42.839697,-75.544322
,,,13401,43.267243,-75.688223
,,,13402,42.90777,-75.4988
,,,13403,43.162119,-75.28435
,,,13404,43.818705,-75.480342
,,,13406,43.137624,-74.947
,,,13407,42.970099,-74.96051
,,,13408,42.923334,-75.66314
,,,13409,42.967906,-75.59457
,,,13410,42.937863,-74.611711
,,,13411,42.626177,-75.31502
,,,13413,43.067169,-75.28767
,,,13415,42.590419,-75.195695
,,,13416,43.178528,-74.98117
,,,13417,43.102469,-75.29566
,,,13418,42.852808,-75.39938
,,,13420,43.707331,-74.94498
,,,13421,43.079635,-75.64678
,,,13424,43.158258,-75.34281
,,,13425,42.964774,-75.47889
,,,13426,43.562757,-75.996773
,,,13428,42.923583,-74.55536
,,,13431,43.21574,-75.08534
,,,13433,43.580184,-75.31757
,,,13435,43.305156,-75.150183
,,,13436,43.807314,-74.66771
,,,13437,43.572876,-75.81709
,,,13438,43.349682,-75.15821
,,,13439,42.852372,-74.99121
,,,13440,43.217069,-75.45531
,,,13441,43.164312,-75.511301
,,,13442,43.239274,-75.47796
,,,13444,42.637549,-75.672508
,,,13449,43.239274,-75.47796
,,,13450,42.69983,-74.81731
,,,13452,43.021223,-74.64537
,,,13453,43.436919,-75.881404
,,,13454,43.222171,-74.80223
,,,13455,42.916235,-75.35448
,,,13456,43.005669,-75.26202
,,,13457,42.775805,-75.048502
,,,13459,42.774077,-74.58404
,,,13460,42.680051,-75.46547
,,,13461,43.070808,-75.59912
,,,13464,42.687757,-75.61558
,,,13465,42.954541,-75.616793
,,,13468,42.843002,-74.86479
,,,13469,43.220075,-75.29542
,,,13470,43.180412,-74.66524
,,,13471,43.346517,-75.60493
,,,13472,43.460951,-74.957099
,,,13473,43.654278,-75.43828
,,,13475,42.870799,-74.84542
,,,13476,43.079233,-75.5134
,,,13477,43.035057,-75.50381
,,,13478,43.141727,-75.57702
,,,13479,43.053769,-75.271559
,,,13480,42.922823,-75.36494
,,,13482,42.704333,-75.184913
,,,13483,43.399851,-75.82785
,,,13484,42.854631,-75.660462
,,,13485,42.766057,-75.32353
,,,13486,43.338878,-75.35861
,,,13488,42.680906,-74.76529
,,,13489,43.453661,-75.52172
,,,13490,43.106801,-75.41944
,,,13491,42.862696,-75.17053
